iter	MultiClass
632	1.459062864
633	1.458090668
634	1.456721895
635	1.455369399
636	1.454505456
637	1.45356471
638	1.452662554
639	1.452013448
640	1.451252944
641	1.45061525
642	1.449478355
643	1.448002382
644	1.447493354
645	1.446378943
646	1.445383003
647	1.443959154
648	1.442762076
649	1.441513761
650	1.440797572
651	1.43962553
652	1.438631388
653	1.437735237
654	1.436497828
655	1.435588374
656	1.434711059
657	1.434268162
658	1.433694237
659	1.433132235
660	1.432315244
661	1.431669634
662	1.430875431
663	1.430121799
664	1.429627625
665	1.429344518
666	1.428520708
667	1.427632409
668	1.426158722
669	1.42513216
670	1.424354755
671	1.422764987
672	1.422524676
673	1.421482179
674	1.420441823
675	1.418631229
676	1.418135144
677	1.417053804
678	1.416005424
679	1.415147551
680	1.414125325
681	1.41262711
682	1.411583558
683	1.410618654
684	1.409960202
685	1.408959599
686	1.408252549
687	1.407762553
688	1.407064079
689	1.406074527
690	1.405163835
691	1.404224782
692	1.402778851
693	1.402030427
694	1.400315206
695	1.399607318
696	1.398928563
697	1.397609546
698	1.396798995
699	1.39600078
700	1.395320957
701	1.39448037
702	1.393843234
703	1.393185416
704	1.392864039
705	1.391798754
706	1.390196623
707	1.38968056
708	1.388725399
709	1.387736331
710	1.387193355
711	1.386185283
712	1.385385355
713	1.384072639
714	1.383490779
715	1.382638675
716	1.381374086
717	1.380182817
718	1.379103017
719	1.377546694
720	1.377211572
721	1.376648259
722	1.375577168
723	1.374359772
724	1.373100533
725	1.372564734
726	1.371802364
727	1.371172159
728	1.369870967
729	1.369383445
730	1.368404485
731	1.367998222
732	1.367807898
733	1.366971985
734	1.366426098
735	1.365578134
736	1.364352055
737	1.363383866
738	1.362197437
739	1.361474686
740	1.360314507
741	1.359827579
742	1.359183714
743	1.358587365
744	1.357252983
745	1.356233107
746	1.354790639
747	1.353812286
748	1.353197585
749	1.352582366
750	1.351558297
751	1.350719824
752	1.349714908
753	1.349023055
754	1.348576242
755	1.34795432
756	1.346763747
757	1.345718912
758	1.345118799
759	1.344096427
760	1.34370184
761	1.343047751
762	1.342207851
763	1.341094019
764	1.340218325
765	1.339564377
766	1.338344472
767	1.337299829
768	1.336481143
769	1.33600226
770	1.334694735
771	1.333834421
772	1.333290069
773	1.332355349
774	1.331531989
775	1.330794008
776	1.330225745
777	1.329577539
778	1.329037904
779	1.328488254
780	1.328110394
781	1.327706397
782	1.327222683
783	1.326693688
784	1.326245092
785	1.325703823
786	1.325022306
787	1.323482664
788	1.32309823
789	1.322235839
790	1.321711201
791	1.321209673
792	1.319980163
793	1.319190965
794	1.31857954
795	1.317821045
796	1.316981293
797	1.316486918
798	1.315157831
799	1.314045947
800	1.312995092
801	1.311846312
802	1.311341411
803	1.310882506
804	1.310185328
805	1.30970122
806	1.309070466
807	1.308056538
808	1.30784922
809	1.306713824
810	1.306324978
811	1.305279604
812	1.3044352
813	1.303691534
814	1.302878625
815	1.302267189
816	1.301526599
817	1.301102516
818	1.300430653
819	1.29895258
820	1.297931868
821	1.296988325
822	1.296281746
823	1.295415352
824	1.294362187
825	1.293696562
826	1.292610868
827	1.292205795
828	1.291566667
829	1.29087838
830	1.2898429
831	1.289240834
832	1.28840012
833	1.287962957
834	1.287074773
835	1.286408305
836	1.285721997
837	1.284867457
838	1.283919777
839	1.283478394
840	1.282350524
841	1.281667234
842	1.281113778
843	1.280107151
844	1.279700906
845	1.278039149
846	1.276360308
847	1.275892482
848	1.275104833
849	1.274383412
850	1.273859789
851	1.273355604
852	1.272985414
853	1.272356698
854	1.271486313
855	1.270675651
856	1.269290229
857	1.268553594
858	1.268205276
859	1.267340607
860	1.26686713
861	1.265891503
862	1.264929485
863	1.263554202
864	1.262950758
865	1.262031019
866	1.260707596
867	1.259790475
868	1.258375194
869	1.257158997
870	1.256183057
871	1.255306667
872	1.255078401
873	1.254306943
874	1.25371963
875	1.253296435
876	1.252019778
877	1.251060273
878	1.250174147
879	1.249724158
880	1.249000436
881	1.24835494
882	1.247598979
883	1.246604257
884	1.245895551
885	1.245367429
886	1.244487708
887	1.242970427
888	1.241913465
889	1.241406208
890	1.240903742
891	1.240072423
892	1.239728358
893	1.239064471
894	1.238714264
895	1.236979488
896	1.236334729
897	1.235124817
898	1.234302808
899	1.233818769
900	1.232652449
901	1.23177231
902	1.230881687
903	1.230427575
904	1.229717895
905	1.228601771
906	1.227369054
907	1.226580563
908	1.226061464
909	1.22561109
910	1.224711048
911	1.223788619
912	1.222905791
913	1.221985521
914	1.221574716
915	1.22069412
916	1.220069233
917	1.219446701
918	1.218718615
919	1.217702037
920	1.21646197
921	1.215954139
922	1.215387688
923	1.213865785
924	1.212882876
925	1.212442511
926	1.212139196
927	1.210673228
928	1.21014226
929	1.209881654
930	1.208984045
931	1.208208664
932	1.207217861
933	1.206505058
934	1.206057075
935	1.205749424
936	1.205282961
937	1.204698555
938	1.204290691
939	1.203583324
940	1.201405374
941	1.200506118
942	1.199833174
943	1.199155227
944	1.198583098
945	1.197050303
946	1.196183697
947	1.195207954
948	1.194573413
949	1.193936221
950	1.193568371
951	1.192739986
952	1.192372997
953	1.191828107
954	1.190616471
955	1.189663307
956	1.189000542
957	1.188334255
958	1.18742986
959	1.186927022
960	1.186060936
961	1.18523433
962	1.183994716
963	1.183565305
964	1.182402288
965	1.181249241
966	1.180701103
967	1.179904344
968	1.179363042
969	1.178949798
970	1.178527127
971	1.177781971
972	1.177321372
973	1.176600928
974	1.17579084
975	1.175375969
976	1.174815525
977	1.174301209
978	1.173503743
979	1.172879077
980	1.172514518
981	1.171930832
982	1.171207681
983	1.170273208
984	1.169474831
985	1.169058378
986	1.168429876
987	1.16745272
988	1.166660853
989	1.165765671
990	1.165302219
991	1.164619246
992	1.164126932
993	1.163688214
994	1.163102073
995	1.16239328
996	1.161836866
997	1.160996448
998	1.160487924
999	1.159346312
